,Average Training loss
316,91.19565173339844
317,91.22355180358886
318,91.19143307495118
319,91.19290756225585
320,91.16958587646485
321,91.17033499145508
322,91.17757255554199
323,91.17327503967284
324,91.14517262268066
325,91.14754901123047
326,91.13857711791992
327,91.08659477233887
328,91.11557594299316
329,91.1077823638916
330,91.07581854248046
331,91.08311338806152
332,91.08383853149414
333,91.05535032653809
334,91.0278473815918
335,91.0513734588623
336,91.0513715209961
337,91.03331007385253
338,91.00811384582519
339,91.0168279876709
340,91.02431742858887
341,90.98632487487792
342,90.97577532958984
343,91.00280169677734
344,90.96182467651367
345,90.97388124084473
346,90.97260392761231
347,90.94570098876953
348,90.9226141204834
349,90.93155625915527
350,90.89588317871093
351,90.94301817321778
352,90.8899585571289
353,90.91133282470703
354,90.8802311553955
355,90.88352978515626
356,90.8754669342041
357,90.85321170043946
358,90.85961317443848
359,90.845345703125
360,90.8371240234375
361,90.8198299407959
362,90.83279653930664
363,90.81759913635254
364,90.82366279602051
365,90.82504452514648
366,90.78051162719727
367,90.78422126770019
368,90.79171696472169
369,90.77334664916992
370,90.77156597900391
371,90.77552429199218
372,90.73990510559082
373,90.74080694580078
374,90.73751214599609
375,90.71933935546875
376,90.70725526428222
377,90.72615182495117
378,90.69706735229492
379,90.67679833984376
380,90.689052734375
381,90.69128193664551
382,90.67242193603515
383,90.64872538757324
384,90.65873869323731
385,90.65293467712402
386,90.62735293579101
387,90.63062980651856
388,90.64845230102539
389,90.61125862121582
390,90.61452365112305
391,90.6097158203125
392,90.60051870727538
393,90.58950271606446
394,90.59698458862304
395,90.57296286010742
396,90.5859902496338
397,90.55924104309082
398,90.56799632263184
399,90.55914112854003
400,90.55971722412109
401,90.55612071228028
402,90.53289845275879
403,90.52647285461425
404,90.49070758056641
405,90.52406657409668
406,90.51164213562012
407,90.51327911376953
408,90.48771957397462
409,90.4801736907959
410,90.47812550354004
411,90.48415913391113
412,90.45933967590332
413,90.44710269165039
414,90.44786364746093
415,90.44229277038575
416,90.43636557006836
417,90.44280059814453
418,90.40721363830566
419,90.44522406005859
420,90.41993333435059
421,90.40553024291992
422,90.39433949279785
423,90.3845553741455
424,90.38826222229004
425,90.3916068572998
426,90.39125563049316
427,90.38726759338378
428,90.38085118103028
429,90.36767491149902
430,90.35516217041015
431,90.33815724182129
432,90.35789628601074
433,90.36386738586425
434,90.32034230041504
435,90.30929031372071
436,90.31902990722656
437,90.30806941223145
438,90.2857765197754
439,90.27161488342286
440,90.28958407592773
441,90.2696082763672
442,90.28258563232421
443,90.27906164550781
444,90.2498907775879
445,90.27671607971192
446,90.2771531829834
447,90.24473599243164
448,90.24795597839355
449,90.2450789642334
450,90.23877766418457
451,90.22832824707031
452,90.2256159210205
453,90.22272834777831
454,90.21556726074219
455,90.2208734588623
456,90.1932349243164
457,90.20654096984863
458,90.19843305969238
459,90.17440542602539
460,90.17429844665527
461,90.16589486694336
462,90.17415316772461
463,90.16620170593262
464,90.15106053161621
465,90.16064259338378
466,90.1422964630127
467,90.14378793334961
468,90.11852136230469
469,90.12119995117187
470,90.09675032043457
471,90.09694305419922
472,90.1129856262207
473,90.12609902954101
474,90.11233547973633
475,90.08351048278809
476,90.10140789794922
477,90.08739024353028
478,90.07512171936035
479,90.10256161499024
480,90.05613078308106
481,90.04986721801758
482,90.05534124755859
483,90.04641645812988
484,90.04102656555176
485,90.04940837097168
486,90.01873547363282
487,90.03142227172852
488,90.02264804077149
489,90.02800468444825
490,90.00626049804687
491,90.01010700988769
492,89.99333505249024
493,89.99859031677246
494,89.9891746520996
495,90.00626788330078
496,89.97468255615235
497,89.99909016418457
